方名,网址,状态码,正文命中,页面摘要
槐角丸,https://www.yixue.com/%E6%A7%90%E8%A7%92%E4%B8%B8,200,是,槐角丸_槐角丸说明书_槐角丸的作用_槐角丸副作用_槐角丸是什么_医学百科 - 医学百科；槐角丸_槐角丸说明书_槐角丸的作用_槐角丸副作用_槐角丸是什么_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 槐角丸 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 槐角丸 ， 清肠 疏风 ， 凉血止血 。用于 血热 所致的 肠风 便血 、 痔疮 肿痛 。 本药品被归类到 痔疮 等药品分类。 目录 1 槐角
黄连温胆汤,https://www.yixue.com/%E9%BB%84%E8%BF%9E%E6%B8%A9%E8%83%86%E6%B1%A4,200,是,黄连温胆汤 - 医学百科；黄连温胆汤 - 医学百科 匿名 未登录 登录 医学百科 搜索 黄连温胆汤 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【来源】《六因条辨》卷上。 【功效】 清热燥湿 理气 化痰 和胃 利胆 【药物组成】 温胆汤 加 黄连 （ 半夏 60g 陈皮 90g 竹茹 60g 枳实 60g 茯苓 45g 炙甘草 30g 大枣 
胶艾汤,https://www.yixue.com/%E8%83%B6%E8%89%BE%E6%B1%A4,200,是,胶艾汤 - 医学百科；胶艾汤 - 医学百科 匿名 未登录 登录 医学百科 搜索 胶艾汤 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 胶艾汤 【组成】 阿胶 （炙）3两， 艾叶 （熬）3两， 芍药 3两， 干地黄 3两， 当归 2两， 干姜 2两，芎藭2两， 甘草 （炙）2两。 【来源】《千金翼》卷二十。 【主治】男子绝伤，或从高堕下，伤损
五磨饮子,https://www.yixue.com/%E4%BA%94%E7%A3%A8%E9%A5%AE%E5%AD%90,200,是,五磨饮子 - 医学百科；五磨饮子 - 医学百科 匿名 未登录 登录 医学百科 搜索 五磨饮子 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 五磨饮子 【来源】《医方考》卷六。 【组成】 木香 沉香 槟榔 枳实 台乌药 各等分 【用法】白酒磨服。 【功效】 解郁 ， 降气 。 【主治】暴怒暴死，名曰 气厥 者。 七情 变动， 气逆 不降， 上气
小柴胡汤,https://www.yixue.com/%E5%B0%8F%E6%9F%B4%E8%83%A1%E6%B1%A4,200,是,小柴胡汤 - 医学百科；小柴胡汤 - 医学百科 匿名 未登录 登录 医学百科 搜索 小柴胡汤 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 小柴胡汤 是一种 方剂 ，属 中药 类，源自《 伤寒杂病论 》。其功效主要是 和解少阳 ， 和胃降逆 ， 扶正祛邪 。 小柴胡汤药方 目录 1 ［来源］ 2 ［组成］ 3 ［用法］ 4 ［主治］ 5 ［加
治痰茯苓丸,https://www.yixue.com/%E6%B2%BB%E7%97%B0%E8%8C%AF%E8%8B%93%E4%B8%B8,200,是,治痰茯苓丸_治痰茯苓丸的作用_治痰茯苓丸说明书_治痰茯苓丸的功效_中药治痰茯苓丸配方_医学百科 - 医学百科；治痰茯苓丸_治痰茯苓丸的作用_治痰茯苓丸说明书_治痰茯苓丸的功效_中药治痰茯苓丸配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 治痰茯苓丸 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【别名】 茯苓丸 （《 妇人大全良方 》卷三）、《指迷》茯苓丸（《 证治准绳 .类方》卷二）。 【处方】 茯苓 30
白豆蔻散,https://www.yixue.com/%E7%99%BD%E8%B1%86%E8%94%BB%E6%95%A3,200,是,白豆蔻散_白豆蔻散的作用_白豆蔻散说明书_白豆蔻散的功效_中药白豆蔻散配方_医学百科 - 医学百科；白豆蔻散_白豆蔻散的作用_白豆蔻散说明书_白豆蔻散的功效_中药白豆蔻散配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 白豆蔻散 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 目录 1 《宋.太平惠民和剂局方》:白豆蔻散 2 《太平圣惠方》卷八十四:白豆蔻散 3 《圣惠》卷四十七:白豆蔻散 4 《圣惠》
补肾明目丸,https://www.yixue.com/%E8%A1%A5%E8%82%BE%E6%98%8E%E7%9B%AE%E4%B8%B8,200,是,补肾明目丸_补肾明目丸的作用_补肾明目丸说明书_补肾明目丸的功效_中药补肾明目丸配方_医学百科 - 医学百科；补肾明目丸_补肾明目丸的作用_补肾明目丸说明书_补肾明目丸的功效_中药补肾明目丸配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 补肾明目丸 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 目录 1 《银海精微》卷上:补肾明目丸 2 《银海精微》卷上:补肾明目丸 3 中药方专题 3.1 按功效分类的常用方
趁痛丸,https://www.yixue.com/%E8%B6%81%E7%97%9B%E4%B8%B8,200,是,趁痛丸_趁痛丸的作用_趁痛丸说明书_趁痛丸的功效_中药趁痛丸配方_医学百科 - 医学百科；趁痛丸_趁痛丸的作用_趁痛丸说明书_趁痛丸的功效_中药趁痛丸配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 趁痛丸 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 目录 1 《圣济总录》卷十:趁痛丸 2 《兰室秘藏》卷下:趁痛丸 3 《朱氏集验方》卷一引朱仁卿方:趁痛丸 4 《鸡峰》卷四:趁痛丸 5 《
春泽汤,https://www.yixue.com/%E6%98%A5%E6%B3%BD%E6%B1%A4,200,是,春泽汤_春泽汤的作用_春泽汤说明书_春泽汤的功效_中药春泽汤配方_医学百科 - 医学百科；春泽汤_春泽汤的作用_春泽汤说明书_春泽汤的功效_中药春泽汤配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 春泽汤 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 目录 1 明.方贤着《奇效良方》:春泽汤 2 《世医得效方》卷二:春泽汤 3 《医钞类编》卷十:春泽汤 4 《普济方》卷一三三引《御药院方》
大柴胡汤,https://www.yixue.com/%E5%A4%A7%E6%9F%B4%E8%83%A1%E6%B1%A4,200,是,大柴胡汤 - 医学百科；大柴胡汤 - 医学百科 匿名 未登录 登录 医学百科 搜索 大柴胡汤 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 《 金匮要略 》 目录 1 分类 2 组成 3 功用 4 主治 5 用法 6 禁忌 7 方解 8 化裁 9 附方 10 附注 11 文献 12 临证加减 13 现代运用 14 注意事项 15 来源 16 
黛蛤散,https://www.yixue.com/%E9%BB%9B%E8%9B%A4%E6%95%A3,200,是,黛蛤散 - 医学百科；黛蛤散 - 医学百科 匿名 未登录 登录 医学百科 搜索 黛蛤散 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 黛蛤散 【处方】 青黛 30g 蛤壳 300g 【制法】上二味，粉碎成细粉，过筛，混匀，即得。 【性状】为灰蓝色的粉末；味淡。 【功能与主治】 清肝 利肺 ，降逆除烦。用于肝肺实热， 头晕 耳鸣 ， 咳嗽 吐
癫狂梦醒汤,https://www.yixue.com/%E7%99%AB%E7%8B%82%E6%A2%A6%E9%86%92%E6%B1%A4,200,是,癫狂梦醒汤_癫狂梦醒汤的作用_癫狂梦醒汤说明书_癫狂梦醒汤的功效_中药癫狂梦醒汤配方_医学百科 - 医学百科；癫狂梦醒汤_癫狂梦醒汤的作用_癫狂梦醒汤说明书_癫狂梦醒汤的功效_中药癫狂梦醒汤配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 癫狂梦醒汤 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【处方】 桃仁 24克 柴胡 9克 香附 6克 木通 9克 赤芍 9克 半夏 6克 腹皮 9克 青皮 6克 陈皮 9
调元散,https://www.yixue.com/%E8%B0%83%E5%85%83%E6%95%A3,200,是,调元散_调元散的作用_调元散说明书_调元散的功效_中药调元散配方_医学百科 - 医学百科；调元散_调元散的作用_调元散说明书_调元散的功效_中药调元散配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 调元散 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 目录 1 《活幼心书》卷下:调元散 2 《痘疹传心录》卷十八:调元散 3 《景岳全书》卷六十二:调元散 4 《揣摩有得集》:调元散 5 《冯
丁桂散,https://www.yixue.com/%E4%B8%81%E6%A1%82%E6%95%A3,200,是,丁桂散_丁桂散的作用_丁桂散说明书_丁桂散的功效_中药丁桂散配方_医学百科 - 医学百科；丁桂散_丁桂散的作用_丁桂散说明书_丁桂散的功效_中药丁桂散配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 丁桂散 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【处方】 丁香 9克 肉桂 30克 【制法】 上药研为细末。 【功效与作用】 主 头痛 。 【用法用量】 每用少许人伤膏内贴之。 【摘录】 
定志丸,https://www.yixue.com/%E5%AE%9A%E5%BF%97%E4%B8%B8,200,是,定志丸 - 医学百科；定志丸 - 医学百科 匿名 未登录 登录 医学百科 搜索 定志丸 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 方 名： 定志丸 （明目之剂） 总 结：不能 远视 编 号：003 组 成： 远志 、 石菖蒲 、 人参 、 茯苓 主 治：1.治目不能远视，而能 近视 者。 2.常服益心强志，能疗 健忘 。 归 经：此手少
防风根汤,https://www.yixue.com/%E9%98%B2%E9%A3%8E%E6%A0%B9%E6%B1%A4,200,是,防风根汤_防风根汤的作用_防风根汤说明书_防风根汤的功效_中药防风根汤配方_医学百科 - 医学百科；防风根汤_防风根汤的作用_防风根汤说明书_防风根汤的功效_中药防风根汤配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 防风根汤 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【处方】 防风 根、于术、 当归 、 姜黄 、生 黄耆 、 桑枝 。 【功效与作用】 络虚而致之 肩膊 疼痛连臂，渐下入 环跳 
防风散,https://www.yixue.com/%E9%98%B2%E9%A3%8E%E6%95%A3,200,是,防风散_防风散的作用_防风散说明书_防风散的功效_中药防风散配方_医学百科 - 医学百科；防风散_防风散的作用_防风散说明书_防风散的功效_中药防风散配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 防风散 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 目录 1 明.方贤着《奇效良方》:防风散 2 明.方贤着《奇效良方》:防风散 3 明.方贤着《奇效良方》:防风散 4 《太平圣惠方》卷二十:
和营止痛汤,https://www.yixue.com/%E5%92%8C%E8%90%A5%E6%AD%A2%E7%97%9B%E6%B1%A4,200,是,和营止痛汤_和营止痛汤的作用_和营止痛汤说明书_和营止痛汤的功效_中药和营止痛汤配方_医学百科 - 医学百科；和营止痛汤_和营止痛汤的作用_和营止痛汤说明书_和营止痛汤的功效_中药和营止痛汤配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 和营止痛汤 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【处方】 赤芍 归尾 川芎 苏木 陈皮 乳香 桃仁 续断 乌药 没药 木通 甘草 【功效与作用】 活血止痛 。治跌扑
黄芪当归散,https://www.yixue.com/%E9%BB%84%E8%8A%AA%E5%BD%93%E5%BD%92%E6%95%A3,404,否,404；
己椒苈黄丸,https://www.yixue.com/%E5%B7%B1%E6%A4%92%E8%8B%88%E9%BB%84%E4%B8%B8,404,否,404；
加味五淋散,https://www.yixue.com/%E5%8A%A0%E5%91%B3%E4%BA%94%E6%B7%8B%E6%95%A3,200,是,加味五淋散_加味五淋散的作用_加味五淋散说明书_加味五淋散的功效_中药加味五淋散配方_医学百科 - 医学百科；加味五淋散_加味五淋散的作用_加味五淋散说明书_加味五淋散的功效_中药加味五淋散配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 加味五淋散 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【处方】 黑栀、 赤茯苓 、 当归 、 白芍 、 黄芩 、 甘草 、 生地 、 泽泻 、 车前子 、 滑石 、 木通
加味逍遥散（《审视瑶函》暴盲方）,https://www.yixue.com/%E5%8A%A0%E5%91%B3%E9%80%8D%E9%81%A5%E6%95%A3%EF%BC%88%E3%80%8A%E5%AE%A1%E8%A7%86%E7%91%B6%E5%87%BD%E3%80%8B%E6%9A%B4%E7%9B%B2%E6%96%B9%EF%BC%89,404,否,404；
将军定痛丸,https://www.yixue.com/%E5%B0%86%E5%86%9B%E5%AE%9A%E7%97%9B%E4%B8%B8,404,否,404；
解毒活血汤,https://www.yixue.com/%E8%A7%A3%E6%AF%92%E6%B4%BB%E8%A1%80%E6%B1%A4,200,是,解毒活血汤_解毒活血汤的作用_解毒活血汤说明书_解毒活血汤的功效_中药解毒活血汤配方_医学百科 - 医学百科；解毒活血汤_解毒活血汤的作用_解毒活血汤说明书_解毒活血汤的功效_中药解毒活血汤配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 解毒活血汤 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 目录 1 《医林改错》卷下:解毒活血汤 2 叶汉帜方:解毒活血汤 3 《霍乱论》卷四:解毒活血汤 4 《衷中参西》中
橘皮汤,https://www.yixue.com/%E6%A9%98%E7%9A%AE%E6%B1%A4,200,是,橘皮汤_橘皮汤的作用_橘皮汤说明书_橘皮汤的功效_中药橘皮汤配方_医学百科 - 医学百科；橘皮汤_橘皮汤的作用_橘皮汤说明书_橘皮汤的功效_中药橘皮汤配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 橘皮汤 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 目录 1 《金匮要略》卷中:橘皮汤 2 《类证活人书》卷十七:橘皮汤 3 《三因极一病证方论》卷五:橘皮汤 4 《仁斋直指》卷七:橘皮汤 5
苦参汤,https://www.yixue.com/%E8%8B%A6%E5%8F%82%E6%B1%A4,200,是,苦参汤_苦参汤的作用_苦参汤说明书_苦参汤的功效_中药苦参汤配方_医学百科 - 医学百科；苦参汤_苦参汤的作用_苦参汤说明书_苦参汤的功效_中药苦参汤配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 苦参汤 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 目录 1 《肘后方》卷二:苦参汤 2 《外科正宗》卷四:苦参汤 3 《疡科心得集》引《大全》:苦参汤 4 《治疹全书》卷下:苦参汤 5 《圣
理中安蛔汤,https://www.yixue.com/%E7%90%86%E4%B8%AD%E5%AE%89%E8%9B%94%E6%B1%A4,200,是,理中安蛔汤_理中安蛔汤的作用_理中安蛔汤说明书_理中安蛔汤的功效_中药理中安蛔汤配方_医学百科 - 医学百科；理中安蛔汤_理中安蛔汤的作用_理中安蛔汤说明书_理中安蛔汤的功效_中药理中安蛔汤配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 理中安蛔汤 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【处方】 人参 中、 白术 中、 干姜 上、 茯苓 中、 乌梅 3个， 花椒 。 【制法】 加 生姜 ，水煎服。如合
连梅安蛔丸,https://www.yixue.com/%E8%BF%9E%E6%A2%85%E5%AE%89%E8%9B%94%E4%B8%B8,404,否,404；
凉血消风散,https://www.yixue.com/%E5%87%89%E8%A1%80%E6%B6%88%E9%A3%8E%E6%95%A3,200,是,凉血消风散_凉血消风散的作用_凉血消风散说明书_凉血消风散的功效_中药凉血消风散配方_医学百科 - 医学百科；凉血消风散_凉血消风散的作用_凉血消风散说明书_凉血消风散的功效_中药凉血消风散配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 凉血消风散 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【处方】 生地 30克 当归 9克 荆芥 9克 蝉衣 6克 苦参 9克 白蒺藜 9克 知母 9克 生石膏 30克 生
木香槟榔丸,https://www.yixue.com/%E6%9C%A8%E9%A6%99%E6%A7%9F%E6%A6%94%E4%B8%B8,200,是,木香槟榔丸_木香槟榔丸说明书_木香槟榔丸的作用_木香槟榔丸副作用_木香槟榔丸是什么_医学百科 - 医学百科；木香槟榔丸_木香槟榔丸说明书_木香槟榔丸的作用_木香槟榔丸副作用_木香槟榔丸是什么_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 木香槟榔丸 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 木香槟榔丸 ， 行气 导滞， 泻热 通便 。用于 湿热 内停， 赤白痢 疾， 里急后重 ，胃肠积滞， 脘 腹 胀痛 ，
青竹茹汤,https://www.yixue.com/%E9%9D%92%E7%AB%B9%E8%8C%B9%E6%B1%A4,200,是,青竹茹汤_青竹茹汤的作用_青竹茹汤说明书_青竹茹汤的功效_中药青竹茹汤配方_医学百科 - 医学百科；青竹茹汤_青竹茹汤的作用_青竹茹汤说明书_青竹茹汤的功效_中药青竹茹汤配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 青竹茹汤 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【处方】 生芦根（切）20克 青竹茹20克 粟米 6克 生姜 6克 【制法】 上药哎咀。 【功效与作用】 治 伤寒 后 胃热 气
清肺饮,https://www.yixue.com/%E6%B8%85%E8%82%BA%E9%A5%AE,200,是,清肺饮_清肺饮的作用_清肺饮说明书_清肺饮的功效_中药清肺饮配方_医学百科 - 医学百科；清肺饮_清肺饮的作用_清肺饮说明书_清肺饮的功效_中药清肺饮配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 清肺饮 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 目录 1 《症因脉治》卷三:清肺饮 2 《症因脉治》卷四:清肺饮 3 《种痘新书》卷四:清肺饮 4 《外科十三方考》下编:清肺饮 5 中药方
清胃解毒汤,https://www.yixue.com/%E6%B8%85%E8%83%83%E8%A7%A3%E6%AF%92%E6%B1%A4,200,是,清胃解毒汤_清胃解毒汤的作用_清胃解毒汤说明书_清胃解毒汤的功效_中药清胃解毒汤配方_医学百科 - 医学百科；清胃解毒汤_清胃解毒汤的作用_清胃解毒汤说明书_清胃解毒汤的功效_中药清胃解毒汤配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 清胃解毒汤 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 目录 1 《痘疹传心录》卷十五:清胃解毒汤 2 《广西中医药》:清胃解毒汤 3 中药方专题 3.1 按功效分类的常用
清咽双和饮,https://www.yixue.com/%E6%B8%85%E5%92%BD%E5%8F%8C%E5%92%8C%E9%A5%AE,404,否,404；
石韦散,https://www.yixue.com/%E7%9F%B3%E9%9F%A6%E6%95%A3,200,是,石韦散_石韦散的作用_石韦散说明书_石韦散的功效_中药石韦散配方_医学百科 - 医学百科；石韦散_石韦散的作用_石韦散说明书_石韦散的功效_中药石韦散配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 石韦散 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 目录 1 《外台秘要》卷二十七引《集验方》:石韦散 2 《外台秘要》卷二十七引《古今录验》:石韦散 3 中药方专题 3.1 按功效分类的常用
熟地首乌汤,https://www.yixue.com/%E7%86%9F%E5%9C%B0%E9%A6%96%E4%B9%8C%E6%B1%A4,404,否,404；
双柏膏,https://www.yixue.com/%E5%8F%8C%E6%9F%8F%E8%86%8F,404,否,404；
双解汤,https://www.yixue.com/%E5%8F%8C%E8%A7%A3%E6%B1%A4,404,否,404；
苏叶黄连汤,https://www.yixue.com/%E8%8B%8F%E5%8F%B6%E9%BB%84%E8%BF%9E%E6%B1%A4,200,是,苏叶黄连汤_苏叶黄连汤的作用_苏叶黄连汤说明书_苏叶黄连汤的功效_中药苏叶黄连汤配方_医学百科 - 医学百科；苏叶黄连汤_苏叶黄连汤的作用_苏叶黄连汤说明书_苏叶黄连汤的功效_中药苏叶黄连汤配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 苏叶黄连汤 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【处方】 川连 0.9～1.2克 苏叶 0.6～0.9克 【功效与作用】 清热化湿 ，和胃止呕。治 湿热 症，呕恶不
乌药散,https://www.yixue.com/%E4%B9%8C%E8%8D%AF%E6%95%A3,200,是,乌药散_乌药散的作用_乌药散说明书_乌药散的功效_中药乌药散配方_医学百科 - 医学百科；乌药散_乌药散的作用_乌药散说明书_乌药散的功效_中药乌药散配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 乌药散 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 目录 1 《太平圣惠方》卷七十一:乌药散 2 《小儿药证直诀》卷下:乌药散 3 《朱氏集验方》卷十:乌药散 4 《朱氏集验方》卷十:乌药散 
五淋散,https://www.yixue.com/%E4%BA%94%E6%B7%8B%E6%95%A3,200,是,五淋散 - 医学百科；五淋散 - 医学百科 匿名 未登录 登录 医学百科 搜索 五淋散 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【来源】《 太平惠民和剂局方 》卷六。 【 异名 】 山栀子 汤(《鸡峰 普济 方》卷十八)。 【组成】 木通 (去节) 滑石 甘草 (炙)各180克 山栀 仁(炒)420克 赤芍 药 茯苓 (去皮)各250
五痿汤,https://www.yixue.com/%E4%BA%94%E7%97%BF%E6%B1%A4,200,是,五痿汤_五痿汤的作用_五痿汤说明书_五痿汤的功效_中药五痿汤配方_医学百科 - 医学百科；五痿汤_五痿汤的作用_五痿汤说明书_五痿汤的功效_中药五痿汤配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 五痿汤 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【处方】 人参 3克 白术 3克 茯苓 3克 甘草 （炙）1.2克 当归 4.5克 苡仁 9克 麦冬 6克 黄柏 1.5克 知母 1.5克 
香连丸,https://www.yixue.com/%E9%A6%99%E8%BF%9E%E4%B8%B8,200,是,香连丸_香连丸说明书_香连丸的作用_香连丸副作用_香连丸是什么_医学百科 - 医学百科；香连丸_香连丸说明书_香连丸的作用_香连丸副作用_香连丸是什么_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 香连丸 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 香连丸 ， 清热燥湿 ， 行气止痛 。用于 泄泻 腹痛 ，便黄而粘。 本药品被归类到 腹痛、腹泻 等药品分类。 目录 1 香连丸的副作用（不良
象皮膏,https://www.yixue.com/%E8%B1%A1%E7%9A%AE%E8%86%8F,200,是,象皮膏_象皮膏的作用_象皮膏说明书_象皮膏的功效_中药象皮膏配方_医学百科 - 医学百科；象皮膏_象皮膏的作用_象皮膏说明书_象皮膏的功效_中药象皮膏配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 象皮膏 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【处方】 第一组：大黄90克 川芎 当归 生地 各30克 红花9克 川连 9克 甘草 15克 荆芥 9克 肉桂 9克 白及9克 白蔹 9克 
薏苡仁汤,https://www.yixue.com/%E8%96%8F%E8%8B%A1%E4%BB%81%E6%B1%A4,200,是,薏苡仁汤 - 医学百科；薏苡仁汤 - 医学百科 匿名 未登录 登录 医学百科 搜索 薏苡仁汤 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 薏苡仁汤 【处方】 薏苡仁 （一两） 当归 （一两） 芍药 （一两） 麻黄 （一两） 官桂 （一两） 甘草 （炙.一两） 苍术 （米泔浸一宿.去皮.挫炒.一两） 【功能与主治】治 中风 手足流注疼痛，麻痹
栀子胜奇散,https://www.yixue.com/%E6%A0%80%E5%AD%90%E8%83%9C%E5%A5%87%E6%95%A3,200,是,栀子胜奇散_栀子胜奇散的作用_栀子胜奇散说明书_栀子胜奇散的功效_中药栀子胜奇散配方_医学百科 - 医学百科；栀子胜奇散_栀子胜奇散的作用_栀子胜奇散说明书_栀子胜奇散的功效_中药栀子胜奇散配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 栀子胜奇散 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【处方】 蛇蜕 草决明 川芎 荆芥穗 蒺藜 （炒） 谷精草 菊花 防风 羌活 密蒙花 甘草 （炙） 蔓荆子 木贼草 
猪苓散,https://www.yixue.com/%E7%8C%AA%E8%8B%93%E6%95%A3,200,是,猪苓散 - 医学百科；猪苓散 - 医学百科 匿名 未登录 登录 医学百科 搜索 猪苓散 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【来源】《金匮要略》卷中。 【 异名 】三物猪苓散(《 三因极一病证方论 》卷十一)。 【组成】 猪苓 茯苓 白术 各等分。 【用法】上三味，杵为散。每次6克，温开水调服，每日三次。 【功用】 健脾 利水 。
壮筋养血汤,https://www.yixue.com/%E5%A3%AE%E7%AD%8B%E5%85%BB%E8%A1%80%E6%B1%A4,200,是,壮筋养血汤_壮筋养血汤的作用_壮筋养血汤说明书_壮筋养血汤的功效_中药壮筋养血汤配方_医学百科 - 医学百科；壮筋养血汤_壮筋养血汤的作用_壮筋养血汤说明书_壮筋养血汤的功效_中药壮筋养血汤配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 壮筋养血汤 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【处方】 白芍 9克 当归 9克 川芎 6克 川断 12克 红花5克 生地 12克 牛膝 9克 牡丹皮 9克 杜仲 
滋阴除湿汤,https://www.yixue.com/%E6%BB%8B%E9%98%B4%E9%99%A4%E6%B9%BF%E6%B1%A4,200,是,滋阴除湿汤_滋阴除湿汤的作用_滋阴除湿汤说明书_滋阴除湿汤的功效_中药滋阴除湿汤配方_医学百科 - 医学百科；滋阴除湿汤_滋阴除湿汤的作用_滋阴除湿汤说明书_滋阴除湿汤的功效_中药滋阴除湿汤配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 滋阴除湿汤 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 【处方】 川芎 当归 白芍 熟地 各3克 柴胡 黄芩 陈皮 知母 贝母 各2.4克 泽泻 地骨皮 甘草 各1.5克 
艾叶回阳散,https://www.yixue.com/%E8%89%BE%E5%8F%B6%E5%9B%9E%E9%98%B3%E6%95%A3,404,否,404；
白虎散,https://www.yixue.com/%E7%99%BD%E8%99%8E%E6%95%A3,200,是,白虎散_白虎散的作用_白虎散说明书_白虎散的功效_中药白虎散配方_医学百科 - 医学百科；白虎散_白虎散的作用_白虎散说明书_白虎散的功效_中药白虎散配方_医学百科 - 医学百科 匿名 未登录 登录 医学百科 搜索 白虎散 来自医学百科 名字空间 页面 更多 更多 语言 页面选项 Read 查看源代码 历史 目录 1 《圣济总录》卷一二○:白虎散 2 《惠直堂方》卷一:白虎散 3 中药方专题 3.1 按功效分类的常用方剂 3.2 中药方大全 按拼
